city,lon,lat,weather_main,weather_description,temp,feels_like,temp_min,temp_max,pressure,humidity,visibility,wind_speed,wind_deg,clouds_all,dt,sunrise,sunset,country,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,air_quality_dt
Islamabad,73.1338,33.7104,Clear,clear sky,285.85,283.72,285.85,285.85,1018,21,10000,0.6,21,0,2024-12-30 12:58:40,2024-12-30 02:11:41,2024-12-30 12:08:06,PK,5,4325.87,20.56,194.67,0.34,19.79,219.3,269.59,43.57,2024-12-30 13:00:08
Lahore,74.3436,31.5497,Mist,mist,285.14,284.54,285.14,285.14,1018,82,1500,2.57,170,0,2024-12-30 13:53:17,2024-12-30 02:01:33,2024-12-30 12:08:32,PK,5,3578.19,37.55,89.11,0.0,14.66,282.3,385.68,31.92,2024-12-30 14:00:06
Karachi,67.0822,24.9056,Haze,haze,293.05,291.93,293.05,293.05,1018,32,4000,2.57,240,6,2024-12-30 13:50:13,2024-12-30 02:15:51,2024-12-30 12:52:21,PK,5,4806.52,34.87,152.17,0.12,42.44,233.55,297.82,58.26,2024-12-30 14:00:07
Islamabad,73.1338,33.7104,Clear,clear sky,285.84,284.44,285.84,285.84,1019,49,10000,1.5,344,0,2024-12-30 13:58:19,2024-12-30 02:11:41,2024-12-30 12:08:06,PK,5,4806.52,38.89,200.15,0.0,21.94,227.63,288.29,51.17,2024-12-30 14:00:07
Lahore,74.3436,31.5497,Clear,clear sky,284.14,283.57,284.14,284.14,1019,87,1500,2.57,210,1,2024-12-30 14:56:38,2024-12-30 02:01:33,2024-12-30 12:08:32,PK,5,3952.03,38.45,85.68,0,13.95,327.69,447.6,30.4,2024-12-30 15:00:07
Karachi,67.0822,24.9056,Haze,haze,292.05,291.01,292.05,292.05,1019,39,4000,2.06,250,4,2024-12-30 14:58:46,2024-12-30 02:15:51,2024-12-30 12:52:21,PK,5,6034.85,69.74,134.35,0,47.21,318.51,390.7,76.0,2024-12-30 15:00:08
Islamabad,73.1338,33.7104,Clear,clear sky,285.28,283.88,285.28,285.28,1020,51,10000,1.98,34,2,2024-12-30 14:58:40,2024-12-30 02:11:41,2024-12-30 12:08:06,PK,5,4966.74,48.28,197.41,0,22.89,233.85,303.21,57.76,2024-12-30 15:00:08
Lahore,74.3436,31.5497,Mist,mist,283.14,282.28,283.14,283.14,1020,87,1000,2.06,180,2,2024-12-30 16:02:05,2024-12-30 02:01:33,2024-12-30 12:08:32,PK,5,4272.46,33.53,86.37,0,12.64,376.2,507.3,24.57,2024-12-30 16:04:59
Karachi,67.0822,24.9056,Haze,haze,290.05,289.05,290.05,290.05,1019,48,4000,1.54,180,5,2024-12-30 16:04:02,2024-12-30 02:15:51,2024-12-30 12:52:21,PK,5,6835.94,86.73,127.49,0,49.11,390.94,474.78,89.17,2024-12-30 16:05:00
Islamabad,73.1338,33.7104,Clear,clear sky,284.17,282.92,284.17,284.17,1021,61,10000,2.27,37,4,2024-12-30 16:00:34,2024-12-30 02:11:41,2024-12-30 12:08:06,PK,5,5073.55,50.52,189.19,0,21.7,237.44,313.17,57.25,2024-12-30 16:05:00
Lahore,74.3436,31.5497,Fog,fog,283.14,283.14,283.14,283.14,1020,93,800,0.0,0,4,2024-12-30 16:56:51,2024-12-30 02:01:33,2024-12-30 12:08:32,PK,5,4112.24,25.26,78.83,0.02,10.13,393.86,529.61,16.72,2024-12-30 17:00:07
Karachi,67.0822,24.9056,Haze,haze,290.05,289.05,290.05,290.05,1019,48,4000,0.0,0,5,2024-12-30 16:56:14,2024-12-30 02:15:51,2024-12-30 12:52:21,PK,5,7156.37,89.41,124.75,0.0,48.16,429.6,526.47,91.2,2024-12-30 17:00:08
Islamabad,73.1338,33.7104,Clouds,few clouds,282.5,281.36,282.5,282.5,1021,67,10000,2.28,39,23,2024-12-30 16:57:27,2024-12-30 02:11:41,2024-12-30 12:08:06,PK,5,4913.33,45.6,171.36,0.0,19.55,227.83,307.9,52.69,2024-12-30 17:00:08
Lahore,74.3436,31.5497,Fog,fog,283.14,283.14,283.14,283.14,1020,93,800,0.0,0,17,2024-12-30 17:57:29,2024-12-30 02:01:33,2024-12-30 12:08:32,PK,5,3578.19,16.32,65.8,0.17,7.03,369.68,498.44,9.88,2024-12-30 18:00:12
Karachi,67.0822,24.9056,Haze,haze,288.05,287.03,288.05,288.05,1019,55,4000,2.57,50,6,2024-12-30 17:58:32,2024-12-30 02:15:51,2024-12-30 12:52:21,PK,5,6515.5,76.89,117.9,0.0,41.01,398.71,500.7,79.04,2024-12-30 18:00:14
Islamabad,73.1338,33.7104,Clouds,scattered clouds,281.95,280.75,281.95,281.95,1021,69,10000,2.23,38,37,2024-12-30 18:00:14,2024-12-30 02:11:41,2024-12-30 12:08:06,PK,5,4325.87,34.42,142.57,0.0,16.45,204.56,282.46,45.6,2024-12-30 18:00:15
Lahore,74.3436,31.5497,Fog,fog,281.14,281.14,281.14,281.14,1019,100,150,0.0,0,100,2024-12-30 19:58:14,2024-12-31 02:01:49,2024-12-31 12:09:13,PK,5,2723.69,4.08,45.24,1.45,3.64,310.51,402.71,5.07,2024-12-30 19:58:20
Karachi,67.0822,24.9056,Haze,haze,289.05,287.71,289.05,289.05,1018,39,4000,2.57,40,31,2024-12-30 19:53:39,2024-12-31 02:16:10,2024-12-31 12:52:58,PK,5,3738.4,29.06,91.85,0.03,22.89,235.36,326.63,40.53,2024-12-30 19:58:21
Islamabad,73.1338,33.7104,Clouds,overcast clouds,281.95,281.42,281.95,281.95,1020,67,10000,1.51,23,92,2024-12-30 19:56:56,2024-12-31 02:11:55,2024-12-31 12:08:47,PK,5,3124.24,9.95,97.33,0.41,8.35,164.37,222.93,24.07,2024-12-30 19:58:24
Lahore,74.3436,31.5497,Mist,mist,284.14,283.44,284.14,284.14,1021,82,1000,0.0,0,40,2024-12-31 05:51:45,2024-12-31 02:01:49,2024-12-31 12:09:13,PK,5,4966.74,63.48,64.43,15.38,8.94,427.54,573.3,13.68,2024-12-31 05:52:51
Karachi,67.0822,24.9056,Haze,haze,294.05,292.98,294.05,294.05,1021,30,3000,4.12,60,37,2024-12-31 05:47:47,2024-12-31 02:16:10,2024-12-31 12:52:58,PK,5,6462.1,70.63,143.95,37.55,47.68,386.04,471.27,73.97,2024-12-31 05:52:51
Islamabad,73.1338,33.7104,Clouds,broken clouds,286.39,285.18,286.39,286.39,1021,54,10000,1.29,244,77,2024-12-31 05:47:06,2024-12-31 02:11:55,2024-12-31 12:08:47,PK,5,3471.38,49.17,71.97,25.03,7.15,172.82,224.15,17.99,2024-12-31 05:52:52
Lahore,74.3436,31.5497,Mist,mist,284.14,283.44,284.14,284.14,1021,82,1000,0.0,0,40,2024-12-31 05:42:54,2024-12-31 02:01:49,2024-12-31 12:09:13,PK,5,4966.74,63.48,64.43,15.38,8.94,427.54,573.3,13.68,2024-12-31 05:52:51
Karachi,67.0822,24.9056,Haze,haze,294.05,292.98,294.05,294.05,1021,30,3000,4.12,60,37,2024-12-31 05:47:47,2024-12-31 02:16:10,2024-12-31 12:52:58,PK,5,6462.1,70.63,143.95,37.55,47.68,386.04,471.27,73.97,2024-12-31 05:53:04
Islamabad,73.1338,33.7104,Clouds,broken clouds,286.95,285.74,286.95,286.95,1021,52,10000,1.29,244,77,2024-12-31 05:50:23,2024-12-31 02:11:55,2024-12-31 12:08:47,PK,5,3471.38,49.17,71.97,25.03,7.15,172.82,224.15,17.99,2024-12-31 05:52:52
Lahore,74.3436,31.5497,Mist,mist,284.14,283.44,284.14,284.14,1021,82,1000,0.0,0,40,2024-12-31 06:00:05,2024-12-31 02:01:49,2024-12-31 12:09:13,PK,5,4966.74,63.48,64.43,15.38,8.94,427.54,573.3,13.68,2024-12-31 06:00:08
Karachi,67.0822,24.9056,Haze,haze,295.05,293.97,295.05,295.05,1021,26,3000,3.6,60,37,2024-12-31 06:00:01,2024-12-31 02:16:10,2024-12-31 12:52:58,PK,5,6462.1,70.63,143.95,37.55,47.68,386.04,471.27,73.97,2024-12-31 06:00:09
Islamabad,73.1338,33.7104,Clouds,broken clouds,287.5,286.37,287.5,287.5,1021,53,10000,1.29,244,77,2024-12-31 05:56:21,2024-12-31 02:11:55,2024-12-31 12:08:47,PK,5,3471.38,49.17,71.97,25.03,7.15,172.82,224.15,17.99,2024-12-31 06:00:10
Lahore,74.3436,31.5497,Mist,mist,285.14,284.54,285.14,285.14,1021,82,1200,3.09,180,40,2024-12-31 06:55:21,2024-12-31 02:01:49,2024-12-31 12:09:13,PK,5,1976.01,4.86,35.99,121.59,22.41,263.31,347.14,2.0,2024-12-31 07:00:07
Karachi,67.0822,24.9056,Haze,haze,297.05,296.07,297.05,297.05,1020,22,3000,5.14,90,100,2024-12-31 06:58:14,2024-12-31 02:16:10,2024-12-31 12:52:58,PK,5,1869.2,9.84,54.84,125.89,42.92,134.98,184.11,18.24,2024-12-31 07:00:08
Islamabad,73.1338,33.7104,Clouds,overcast clouds,289.17,288.0,289.17,289.17,1020,45,10000,1.86,250,100,2024-12-31 06:57:49,2024-12-31 02:11:55,2024-12-31 12:08:47,PK,5,1708.98,8.16,41.81,95.84,9.66,120.87,145.31,11.65,2024-12-31 07:00:09
Lahore,74.3436,31.5497,Smoke,smoke,286.14,285.35,286.14,286.14,1019,71,1500,2.57,180,40,2024-12-31 08:26:20,2024-12-31 02:01:49,2024-12-31 12:09:13,PK,5,1642.23,2.15,23.99,158.79,26.23,258.35,334.26,1.54,2024-12-31 08:27:46
Karachi,67.0822,24.9056,Haze,haze,298.05,297.07,298.05,298.05,1019,18,4000,2.57,70,57,2024-12-31 08:15:14,2024-12-31 02:16:10,2024-12-31 12:52:58,PK,5,1468.66,5.59,42.16,164.51,40.05,125.15,170.73,14.31,2024-12-31 08:27:47
Islamabad,73.1338,33.7104,Clouds,overcast clouds,290.84,289.74,290.84,290.84,1019,41,10000,2.0,250,96,2024-12-31 08:27:47,2024-12-31 02:11:55,2024-12-31 12:08:47,PK,5,1735.69,7.94,43.87,103.0,10.61,127.91,151.97,12.16,2024-12-31 08:27:48
Lahore,74.3436,31.5497,Smoke,smoke,287.14,286.34,287.14,287.14,1018,67,1500,2.57,220,40,2024-12-31 08:57:46,2024-12-31 02:01:49,2024-12-31 12:09:13,PK,5,1655.58,1.55,22.62,177.38,29.33,266.8,341.79,2.38,2024-12-31 09:00:10
Karachi,67.0822,24.9056,Haze,haze,299.05,298.06,299.05,299.05,1018,14,5000,2.06,60,40,2024-12-31 08:55:40,2024-12-31 02:16:10,2024-12-31 12:52:58,PK,5,1455.31,3.86,39.76,205.99,41.49,143.0,188.71,14.31,2024-12-31 09:00:12
Islamabad,73.1338,33.7104,Clouds,overcast clouds,291.39,290.24,291.39,291.39,1018,37,10000,2.13,233,85,2024-12-31 08:57:03,2024-12-31 02:11:55,2024-12-31 12:08:47,PK,5,1976.01,8.83,54.15,101.57,11.8,143.87,170.23,13.3,2024-12-31 09:00:12
Lahore,74.3436,31.5497,Smoke,smoke,287.14,286.34,287.14,287.14,1018,67,1500,2.57,270,20,2024-12-31 09:56:24,2024-12-31 02:01:49,2024-12-31 12:09:13,PK,5,1976.01,2.4,38.39,153.07,28.37,285.55,366.12,7.03,2024-12-31 10:00:08
Karachi,67.0822,24.9056,Haze,haze,299.05,298.06,299.05,299.05,1017,14,5000,2.06,90,40,2024-12-31 09:55:29,2024-12-31 02:16:10,2024-12-31 12:52:58,PK,5,1161.58,2.32,28.45,217.44,31.47,121.59,165.62,11.4,2024-12-31 10:00:09
Islamabad,73.1338,33.7104,Clouds,overcast clouds,291.39,290.21,291.39,291.39,1018,36,10000,2.08,234,88,2024-12-31 09:55:14,2024-12-31 02:11:55,2024-12-31 12:08:47,PK,5,2189.64,8.38,69.23,98.71,13.35,160.0,189.19,17.23,2024-12-31 10:00:09
Lahore,74.3436,31.5497,Smoke,smoke,287.14,286.34,287.14,287.14,1018,67,1000,2.57,20,40,2024-12-31 11:04:16,2024-12-31 02:01:49,2024-12-31 12:09:13,PK,5,2349.85,2.93,66.49,84.4,17.88,297.41,398.47,14.19,2024-12-31 11:08:49
Karachi,67.0822,24.9056,Clouds,scattered clouds,299.05,298.09,299.05,299.05,1017,15,6000,2.06,360,40,2024-12-31 11:05:25,2024-12-31 02:16:10,2024-12-31 12:52:58,PK,5,1335.14,2.29,35.99,185.97,38.15,99.68,136.82,13.43,2024-12-31 11:08:50
Islamabad,73.1338,33.7104,Clouds,overcast clouds,291.95,290.9,291.95,291.95,1018,39,10000,1.52,240,90,2024-12-31 11:07:36,2024-12-31 02:11:55,2024-12-31 12:08:47,PK,5,1976.01,5.76,75.4,88.69,10.49,139.19,166.13,19.25,2024-12-31 11:08:51
Lahore,74.3436,31.5497,Smoke,smoke,285.14,284.38,285.14,285.14,1019,76,1000,2.57,240,40,2024-12-31 13:59:58,2024-12-31 02:01:49,2024-12-31 12:09:13,PK,5,3524.78,25.71,93.22,0.04,12.88,375.48,508.67,25.08,2024-12-31 14:09:08
Karachi,67.0822,24.9056,Haze,haze,295.05,293.92,295.05,295.05,1018,24,5000,2.06,120,20,2024-12-31 14:06:18,2024-12-31 02:16:10,2024-12-31 12:52:58,PK,5,6675.72,14.53,244.02,4.02,76.29,391.6,460.08,64.85,2024-12-31 14:09:09
Islamabad,73.1338,33.7104,Clouds,scattered clouds,287.5,286.27,287.5,287.5,1020,49,10000,1.36,2,50,2024-12-31 14:07:20,2024-12-31 02:11:55,2024-12-31 12:08:47,PK,5,4058.84,37.1,169.99,0.0,17.41,205.22,257.89,44.08,2024-12-31 14:09:22
Lahore,74.3436,31.5497,Smoke,smoke,285.14,284.38,285.14,285.14,1019,76,1000,1.54,300,40,2024-12-31 14:07:22,2024-12-31 02:01:49,2024-12-31 12:09:13,PK,5,3524.78,25.71,93.22,0.04,12.88,375.48,508.67,25.08,2024-12-31 14:09:08
Karachi,67.0822,24.9056,Haze,haze,295.05,293.92,295.05,295.05,1018,24,5000,2.06,120,20,2024-12-31 14:07:10,2024-12-31 02:16:10,2024-12-31 12:52:58,PK,5,6675.72,14.53,244.02,4.02,76.29,391.6,460.08,64.85,2024-12-31 14:09:09
Islamabad,73.1338,33.7104,Clouds,scattered clouds,287.5,286.27,287.5,287.5,1020,49,10000,1.36,2,50,2024-12-31 14:04:31,2024-12-31 02:11:55,2024-12-31 12:08:47,PK,5,4058.84,37.1,169.99,0.0,17.41,205.22,257.89,44.08,2024-12-31 14:09:22
Lahore,74.3436,31.5497,Smoke,smoke,285.14,284.38,285.14,285.14,1019,76,1200,1.54,310,40,2024-12-31 15:28:33,2024-12-31 02:01:49,2024-12-31 12:09:13,PK,5,3631.59,22.58,73.34,0.05,12.4,435.55,587.83,26.85,2024-12-31 15:31:31
Karachi,67.0822,24.9056,Haze,haze,293.05,291.83,293.05,293.05,1019,28,5000,2.06,30,20,2024-12-31 15:31:31,2024-12-31 02:16:10,2024-12-31 12:52:58,PK,5,8010.86,59.9,194.67,0.0,52.45,528.5,608.86,84.1,2024-12-31 15:31:32
Islamabad,73.1338,33.7104,Clouds,broken clouds,285.84,284.65,285.84,285.84,1020,57,10000,1.89,27,67,2024-12-31 15:29:35,2024-12-31 02:11:55,2024-12-31 12:08:47,PK,5,4112.24,38.45,159.03,0.0,16.93,192.83,263.02,49.65,2024-12-31 15:31:59
